feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
76.46,73.496,65.785,64.601,90.0,66.943,-398.066,-236.814,-1.845,K
76.244,73.175,65.121,64.545,90.0,67.926,-118.021,-245.608,-1.839,K
74.731,74.609,66.824,65.078,90.0,67.66,-883.296,-111.013,1.198,K
75.966,75.077,67.902,65.18,90.0,69.375,-919.606,-840.178,-1.764,K
76.488,75.728,65.418,63.151,90.0,69.032,-807.898,-231.66,1.088,K
75.232,76.859,65.778,65.114,90.0,68.472,-806.155,-742.328,0.651,K
74.027,76.333,68.849,65.579,90.0,66.129,-387.776,-948.279,-0.062,K
76.118,75.515,65.097,64.338,90.0,68.877,-553.94,-153.139,-0.323,K
76.982,73.303,66.939,66.687,90.0,67.733,-598.462,-329.642,1.568,K
74.657,76.333,65.29,64.612,90.0,69.375,-994.562,-871.594,0.991,K
74.243,75.146,68.126,64.409,90.0,66.11,-203.55,-615.769,2.069,K
76.735,74.704,68.569,66.209,90.0,66.559,-523.493,-321.688,1.345,K
75.335,76.355,67.115,65.678,90.0,66.734,-653.285,-151.35,-1.53,K
77.724,73.581,67.989,65.23,90.0,68.703,-611.284,-67.556,1.229,K
77.999,76.967,66.495,65.962,90.0,69.874,-669.734,-49.716,-0.519,K
74.595,76.432,68.421,66.425,90.0,68.207,-834.389,-462.366,1.34,K
75.783,74.534,66.188,66.264,90.0,66.445,-394.677,-106.503,0.962,K
77.183,75.709,65.229,64.111,90.0,69.479,-858.674,-272.284,1.497,K
77.8,75.761,67.032,66.103,90.0,69.723,-14.313,-824.91,-0.228,K
74.512,76.047,68.118,63.247,90.0,66.44,-218.312,-146.5,2.463,K
77.642,75.031,67.766,66.068,90.0,68.482,-184.025,-782.045,-0.945,K
77.273,73.697,65.307,64.333,90.0,66.251,-140.932,-407.672,-1.928,K
75.013,74.896,65.869,63.266,90.0,67.988,-662.52,-992.955,-1.487,K
74.981,74.984,66.773,63.128,90.0,66.659,-212.048,-96.483,1.513,K
76.236,75.952,67.782,63.014,90.0,66.181,-640.777,-410.416,0.073,K
77.278,73.083,65.262,65.914,90.0,67.28,-485.58,-222.017,-1.605,K
75.732,76.074,67.417,66.366,90.0,69.874,-476.728,-43.728,2.082,K
75.733,74.009,65.176,66.866,90.0,67.066,-421.601,-959.476,-0.815,K
76.092,76.472,67.839,63.025,90.0,67.227,-158.235,-390.121,-1.845,K
74.288,74.747,67.304,66.868,90.0,68.614,-509.775,-135.43,-0.3,K
75.527,73.909,65.321,63.846,90.0,66.839,-305.121,-833.87,1.171,K
76.306,76.239,65.966,65.656,90.0,66.567,-589.92,-854.152,-0.139,K
75.612,76.235,68.703,64.4,90.0,66.636,-453.776,-186.844,-1.356,K
77.245,74.725,65.65,66.971,90.0,68.702,-613.529,-144.633,-0.457,K
75.256,76.863,66.255,63.4,90.0,69.158,-296.767,-665.293,-0.772,K
76.291,75.739,65.768,66.429,90.0,66.858,-786.84,-53.157,1.966,K
75.771,74.038,68.434,65.56,90.0,69.753,-838.749,-451.117,1.147,K
74.394,74.102,67.0,66.448,90.0,68.596,-646.365,-826.773,2.18,K
74.95,75.106,65.781,63.709,90.0,67.588,-807.163,-478.055,0.446,K
75.091,73.122,67.801,66.564,90.0,69.965,-357.987,-47.826,1.356,K
75.562,73.746,66.493,65.819,90.0,67.878,-336.301,-858.018,-1.06,K
74.378,75.353,65.135,66.562,90.0,67.149,-349.462,-800.075,-1.25,K
75.28,76.267,65.059,66.764,90.0,69.112,-38.576,-15.117,2.928,K
76.135,75.236,66.773,63.618,90.0,67.732,-713.785,-606.682,-1.96,K
75.05,75.721,67.428,64.479,90.0,69.325,-507.427,-565.396,1.32,K
75.046,75.677,67.612,64.294,90.0,68.413,-973.364,-747.447,-0.624,K
76.843,73.27,67.008,65.501,90.0,68.93,-189.926,-591.143,2.538,K
77.441,76.285,68.749,66.715,90.0,68.742,-711.067,-203.177,1.253,K
77.174,73.32,65.327,66.519,90.0,66.829,-423.349,-124.588,2.613,K
77.549,75.812,67.641,64.965,90.0,68.072,-903.169,-933.34,2.527,K
74.908,76.787,67.699,66.196,90.0,66.536,-919.376,-246.365,0.13,K
76.09,75.341,66.402,63.532,90.0,66.489,-919.542,-59.347,-1.898,K
77.706,76.821,68.95,66.747,90.0,68.684,-223.342,-818.924,2.089,K
76.448,76.613,66.391,64.743,90.0,69.722,-268.231,-70.383,-1.587,K
76.525,76.499,65.171,63.645,90.0,68.594,-854.788,-267.835,0.057,K
75.683,76.767,65.287,63.722,90.0,68.375,-721.371,-288.173,-0.789,K
77.601,73.923,67.351,64.277,90.0,67.498,-356.52,-861.604,2.779,K
74.796,75.125,67.626,64.692,90.0,68.882,-355.992,-576.618,0.06,K
76.602,73.054,68.564,64.696,90.0,68.757,-913.692,-438.019,-0.602,K
74.501,76.912,67.804,66.85,90.0,68.294,-310.778,-522.024,0.193,K
75.656,77.249,74.158,64.693,90.0,66.221,-899.945,0.337,2.134,L
76.7,75.682,76.513,64.214,90.0,66.223,-746.308,-1.346,1.288,L
76.041,76.487,74.981,66.495,90.0,65.733,-408.65,0.465,-1.877,L
74.322,75.281,74.064,66.767,90.0,66.547,-869.669,-1.837,5.859,L
76.838,76.846,75.975,66.57,90.0,65.339,-641.74,-0.761,5.585,L
74.906,74.907,76.821,63.165,90.0,64.664,-49.057,-0.011,1.173,L
77.194,75.364,75.023,63.202,90.0,64.922,-659.805,-0.679,4.306,L
76.134,76.527,76.241,64.312,90.0,63.36,-581.438,0.254,0.861,L
76.106,76.053,77.364,64.905,90.0,65.002,-564.122,0.879,5.85,L
74.434,76.216,76.486,66.612,90.0,65.395,-784.811,-1.222,4.033,L
77.05,76.554,77.582,66.688,90.0,65.0,-997.548,-0.892,1.221,L
74.72,77.806,76.304,65.809,90.0,64.914,-693.552,-1.145,1.979,L
75.785,77.124,75.187,63.237,90.0,64.949,-764.232,-0.602,-0.061,L
74.503,75.907,75.84,63.237,90.0,63.582,-19.695,-0.556,2.723,L
76.171,74.199,75.853,66.054,90.0,65.161,-290.369,-0.164,1.993,L
77.483,77.662,74.56,63.392,90.0,66.736,-188.748,-0.3,2.208,L
74.958,75.236,76.954,66.194,90.0,64.765,-923.495,0.46,2.664,L
77.512,74.132,77.196,65.755,90.0,66.003,-300.938,0.352,2.274,L
75.507,77.184,76.612,65.311,90.0,66.234,-122.776,0.948,-1.795,L
75.48,74.916,76.576,63.823,90.0,66.88,-215.755,-0.744,3.694,L
75.654,76.335,77.07,65.732,90.0,65.247,-239.558,0.305,1.227,L
75.836,74.344,75.751,66.688,90.0,66.316,-412.043,-1.532,4.731,L
74.253,77.309,76.713,66.506,90.0,64.842,-76.1,0.427,4.595,L
74.156,75.984,76.486,66.758,90.0,65.926,-545.839,-1.251,-2.044,L
77.686,77.268,76.513,65.091,90.0,66.712,-828.311,-0.045,4.177,L
76.082,76.331,77.943,65.206,90.0,63.864,-251.799,0.764,5.627,L
77.597,77.559,77.083,63.172,90.0,64.378,-812.455,-0.913,3.357,L
74.878,76.825,75.178,66.262,90.0,64.468,-853.304,-0.828,3.156,L
76.1,75.295,76.057,65.851,90.0,66.836,-334.742,-0.721,-1.278,L
75.11,76.935,77.629,64.855,90.0,64.064,-104.153,0.512,1.423,L
75.652,77.122,74.593,65.688,90.0,65.461,-725.875,-1.645,-2.961,L
74.183,75.244,77.762,65.256,90.0,63.306,-488.547,-0.737,-0.238,L
74.707,77.926,76.65,65.959,90.0,64.653,-641.991,-0.514,5.41,L
75.514,77.183,75.059,63.313,90.0,63.568,-419.676,-1.537,-2.579,L
74.218,77.069,77.342,63.088,90.0,63.657,-59.451,-0.003,2.078,L
77.99,75.708,76.62,63.042,90.0,66.247,-611.26,-1.822,5.167,L
74.586,76.326,74.003,63.996,90.0,63.037,-639.315,-0.696,-1.901,L
74.809,77.638,74.724,63.727,90.0,64.653,-875.552,-1.933,3.384,L
75.973,75.097,76.372,63.458,90.0,65.836,-378.946,-0.618,2.563,L
74.65,74.08,77.625,66.853,90.0,64.57,-261.153,-0.601,-1.143,L
76.962,76.818,76.346,63.045,90.0,65.816,-364.331,-1.373,0.795,L
74.342,76.654,75.552,65.851,90.0,63.588,-521.453,-1.402,-2.216,L
74.971,77.833,77.523,64.325,90.0,66.981,-572.023,-0.439,-0.442,L
74.39,75.232,76.403,65.138,90.0,63.048,-337.227,-0.0,-2.883,L
74.008,77.956,75.956,65.963,90.0,63.941,-604.322,-0.311,-1.451,L
76.765,76.478,75.455,64.869,90.0,63.202,-759.727,-0.225,-1.633,L
77.891,74.149,74.087,64.084,90.0,65.848,-914.751,0.55,1.44,L
77.709,74.843,76.753,66.834,90.0,66.264,-311.97,-1.803,1.382,L
77.066,75.672,77.204,63.428,90.0,65.751,-761.076,-1.236,-0.112,L
76.294,75.355,74.31,64.003,90.0,65.407,-19.833,0.157,-0.479,L
77.736,74.869,77.13,63.274,90.0,64.993,-833.687,-0.014,1.6,L
75.562,74.718,74.166,66.593,90.0,66.235,-989.563,0.521,2.76,L
76.0,76.117,75.089,65.681,90.0,65.702,-579.012,-0.751,-1.749,L
77.967,77.523,77.412,63.308,90.0,63.416,-117.861,-1.366,1.206,L
77.701,77.086,77.939,63.312,90.0,63.387,-618.382,-1.508,-1.543,L
74.79,74.396,75.803,66.529,90.0,66.637,-195.123,0.998,2.697,L
75.886,74.111,74.126,64.927,90.0,65.113,-337.028,-1.391,2.983,L
75.928,75.505,75.435,65.733,90.0,63.264,-937.615,-1.202,-1.238,L
75.729,76.744,75.354,65.441,90.0,64.969,-764.544,0.345,0.286,L
75.628,77.203,77.579,64.851,90.0,63.858,-23.989,0.849,-1.824,L
76.944,75.259,75.421,66.862,90.0,66.953,-121.119,-0.257,5.191,L
74.033,75.205,74.836,65.457,90.0,63.266,-331.136,-1.657,0.802,L
77.881,75.641,76.43,64.595,90.0,65.735,-603.279,-0.109,-0.63,L
76.972,76.862,75.547,65.176,90.0,66.675,-465.81,0.219,2.426,L
77.803,74.887,75.717,64.862,90.0,66.107,-148.733,0.563,3.875,L
77.316,75.868,77.804,66.737,90.0,64.144,-690.378,0.281,-2.474,L
77.454,77.555,74.465,64.868,90.0,66.513,-829.363,0.667,3.559,L
77.72,77.096,76.293,64.456,90.0,64.809,-100.048,0.922,-0.14,L
74.518,75.639,77.87,66.684,90.0,65.048,-37.079,-1.774,-1.994,L
76.718,76.397,77.878,64.081,90.0,64.504,-600.088,-1.281,1.111,L
75.187,75.423,77.34,66.411,90.0,65.046,-828.146,-1.503,-1.305,L
74.276,76.283,77.282,65.019,90.0,66.981,-787.76,0.133,0.325,L
76.29,75.884,75.913,66.274,90.0,66.916,-503.88,-0.605,-1.281,L
74.113,75.408,76.787,65.233,90.0,66.065,-528.812,0.514,-1.987,L
74.151,75.787,74.672,66.914,90.0,63.886,-326.839,-0.977,2.212,L
75.78,75.982,74.555,66.261,90.0,65.247,-886.231,0.772,-2.419,L
74.213,77.929,76.653,66.824,90.0,66.755,-495.24,0.943,5.907,L
74.343,75.24,76.902,63.611,90.0,65.74,-569.187,-1.659,3.374,L
77.91,77.218,74.795,64.554,90.0,65.563,-824.203,-1.745,-2.84,L
76.603,75.91,74.197,65.076,90.0,64.741,-704.779,-1.688,-0.536,L
76.707,74.304,75.229,66.695,90.0,66.894,-852.922,-1.744,2.567,L
76.8,76.567,75.012,63.991,90.0,64.488,-207.931,0.698,1.691,L
74.842,75.983,75.797,64.774,90.0,63.104,-863.688,-1.039,4.986,L
76.278,74.883,75.876,65.609,90.0,65.926,-113.066,-1.629,5.848,L
74.797,75.861,76.814,66.774,90.0,65.383,-326.29,0.608,0.552,L
74.843,75.926,76.836,65.768,90.0,66.65,-82.329,-0.188,5.047,L
74.344,76.751,74.825,65.361,90.0,64.45,-774.699,-1.942,4.771,L
74.351,77.924,74.223,64.094,90.0,65.631,-639.866,-1.727,5.553,L
77.769,77.984,74.977,63.781,90.0,65.714,-308.131,-1.398,-0.782,L
76.454,75.964,74.37,66.093,90.0,66.536,-337.35,0.97,5.88,L
75.853,76.667,74.227,66.35,90.0,65.845,-931.98,-1.573,5.392,L
76.37,74.284,74.974,63.836,90.0,64.937,-366.458,-0.33,3.531,L
77.634,76.047,75.668,65.923,90.0,63.643,-641.699,-0.794,1.825,L
77.037,75.116,74.853,65.043,90.0,64.42,-326.211,-0.725,3.957,L
76.046,77.882,76.129,64.544,90.0,66.497,-639.979,-1.118,2.342,L
77.457,77.38,75.01,65.026,90.0,63.502,-270.43,-1.385,-1.021,L
77.124,77.401,74.635,66.73,90.0,65.417,-81.165,-1.28,-0.884,L
76.626,74.73,74.537,66.758,90.0,63.705,-848.764,0.31,-2.663,L
74.521,77.962,76.866,64.52,90.0,64.981,-795.07,0.846,2.021,L
76.252,77.61,75.725,65.456,90.0,65.366,-830.529,-0.172,5.934,L
72.672,73.711,74.715,74.591,12.718,72.37,-666.453,-1.973,-0.215,M
73.23,71.992,71.283,71.81,69.001,69.24,-802.181,-1.757,5.101,M
75.884,74.217,74.322,71.373,26.579,70.521,-450.09,-1.636,2.882,M
72.664,72.625,73.33,72.14,60.822,71.246,-71.009,0.388,5.85,M
74.633,71.922,74.179,74.311,47.188,72.138,-417.087,-0.611,-1.02,M
73.391,73.486,72.832,71.345,4.076,69.666,-823.525,0.227,-0.57,M
72.839,73.247,72.902,71.674,1.101,72.375,-129.256,-0.961,0.451,M
73.633,74.652,74.39,73.12,26.653,71.336,-548.423,-0.202,5.57,M
75.86,71.448,74.876,73.134,62.194,72.538,-554.963,-0.081,0.763,M
72.995,73.936,71.336,74.705,30.417,69.01,-841.452,-0.625,1.183,M
74.373,73.923,73.233,71.895,41.54,69.878,-948.427,-0.746,1.206,M
74.923,74.322,73.248,73.666,34.784,69.284,-814.265,-1.729,3.236,M
73.878,74.209,74.154,74.74,76.546,72.258,-44.721,-1.074,0.142,M
75.582,73.227,73.214,74.955,23.06,72.903,-974.038,0.71,5.705,M
75.853,72.784,72.729,74.23,28.692,70.048,-757.468,0.661,4.309,M
75.055,71.83,73.29,72.167,20.363,70.632,-728.591,-0.223,1.473,M
73.178,72.039,71.248,74.133,83.423,72.239,-229.306,0.472,-0.974,M
74.466,73.605,71.366,74.013,60.182,72.029,-970.007,-1.513,2.796,M
72.824,71.52,72.909,71.107,9.764,69.256,-853.317,-1.693,-1.568,M
75.7,71.773,72.293,73.732,70.306,69.595,-725.459,-0.498,5.39,M
74.964,71.998,74.803,71.919,25.747,72.433,-341.968,-0.333,3.343,M
75.145,74.855,72.696,74.96,2.495,71.876,-370.575,0.864,5.058,M
73.273,74.807,71.025,72.734,7.135,70.168,-841.322,-0.546,5.656,M
72.999,73.634,74.445,73.074,26.722,69.558,-876.323,-0.219,-1.488,M
72.438,74.073,72.764,72.809,77.058,71.114,-277.69,0.572,3.092,M
72.993,73.404,71.615,73.564,69.685,70.913,-66.77,-0.145,-1.905,M
74.636,74.767,74.475,73.918,73.661,72.648,-352.608,-1.07,5.041,M
73.261,71.391,74.251,72.759,14.984,69.615,-632.34,-1.933,-2.223,M
72.757,72.373,72.998,73.655,18.126,71.787,-562.61,-0.986,-0.333,M
75.512,71.149,71.765,72.56,56.582,70.174,-375.527,0.41,-2.056,M
73.229,72.971,72.508,73.396,60.045,69.267,-80.791,-1.247,5.348,M
75.378,74.384,73.199,73.342,68.926,72.053,-700.366,0.037,1.543,M
74.661,72.976,71.694,72.233,69.312,70.258,-56.956,0.054,2.903,M
75.678,71.902,74.79,74.154,19.268,72.775,-802.082,-1.523,5.855,M
74.119,73.896,72.92,71.254,12.684,72.079,-312.635,0.819,3.139,M
74.232,71.92,71.148,71.602,25.616,69.804,-124.851,-0.735,-1.174,M
74.551,71.559,73.478,74.311,6.661,70.476,-437.748,-1.523,-0.214,M
74.515,72.354,74.553,71.472,13.516,70.731,-212.05,-1.431,2.583,M
73.687,71.118,74.912,74.414,73.323,70.886,-566.897,0.112,-1.952,M
74.964,73.619,73.645,72.679,80.641,71.167,-245.394,-1.92,0.614,M
73.641,73.381,72.134,73.76,43.83,72.869,-829.791,0.463,2.729,M
73.99,73.13,71.085,71.275,76.11,71.684,-914.048,-1.933,2.121,M
74.625,71.782,73.783,73.252,87.73,70.499,-44.778,-1.013,-0.446,M
74.897,74.121,74.973,72.175,4.812,72.649,-110.701,-1.075,-2.296,M
73.093,71.028,73.384,72.951,53.32,70.606,-820.517,0.36,3.037,M
75.767,73.105,71.421,73.916,15.684,72.425,-558.389,0.831,0.975,M
74.496,74.706,71.848,72.996,31.002,69.618,-340.134,0.718,-0.22,M
73.303,74.924,73.222,73.39,72.128,69.943,-528.411,-1.304,3.765,M
73.191,71.561,74.228,71.932,27.761,72.212,-649.546,-0.275,3.758,M
75.639,71.197,73.245,73.981,17.207,69.964,-451.378,0.784,-0.536,M
73.592,74.584,72.542,73.883,63.671,69.97,-294.19,0.196,-2.966,M
72.791,72.585,74.304,72.058,30.478,72.208,-994.814,0.813,2.141,M
75.979,73.621,73.642,71.497,46.229,70.369,-355.39,0.671,3.298,M
73.586,72.859,72.883,72.023,77.882,69.641,-342.119,-1.323,4.845,M
75.546,72.372,74.395,73.131,76.051,72.287,-954.96,0.83,5.112,M
73.015,72.444,74.601,74.046,16.552,70.501,-603.886,-0.884,2.476,M
73.089,73.285,71.696,72.763,1.808,70.81,-145.684,-1.17,0.269,M
75.066,71.861,73.931,74.439,29.616,71.533,-293.306,-0.993,2.838,M
75.917,71.759,74.787,72.576,67.351,72.756,-82.247,0.47,-2.61,M
72.802,74.503,74.464,73.88,82.434,71.881,-857.606,-0.237,5.111,M
75.911,72.013,74.797,72.579,11.556,71.293,-507.827,-1.111,4.412,M
72.946,71.125,72.685,71.259,2.239,70.64,-76.486,-1.933,4.739,M
72.88,73.146,72.996,72.513,59.43,69.448,-51.65,0.6,-0.585,M
74.161,73.63,74.062,72.834,59.648,72.583,-254.549,0.308,1.209,M
74.034,73.991,72.213,74.942,20.394,71.663,-405.212,0.513,3.738,M
73.312,72.594,74.261,72.247,89.799,71.397,-845.735,-1.837,5.994,M
72.254,72.031,74.632,74.539,42.073,69.835,-406.288,-1.156,0.156,M
73.756,74.517,73.432,74.104,16.216,70.225,-308.711,-1.166,-2.656,M
72.234,72.184,71.528,71.919,56.17,71.504,-211.393,0.468,-0.055,M
75.529,71.806,73.825,73.677,66.625,70.67,-881.568,-0.881,5.373,M
74.909,73.32,71.122,73.55,31.788,70.385,-874.153,-1.745,-2.148,M
75.722,72.968,74.445,72.297,42.029,71.896,-454.586,0.626,0.283,M
73.94,73.72,74.563,72.918,73.421,70.025,-853.624,-0.666,-0.291,M
75.169,73.135,71.226,71.886,61.352,69.114,-325.087,-0.96,1.551,M
72.475,72.081,73.233,74.584,81.631,69.175,-867.527,-1.223,1.907,M
75.372,71.197,71.779,73.13,76.468,71.177,-275.988,0.301,0.384,M
75.625,74.964,73.248,71.26,68.785,70.361,-393.55,-1.486,2.313,M
74.309,73.471,73.213,72.692,54.632,70.364,-869.834,-1.789,4.256,M
73.663,74.003,74.79,71.802,50.54,69.165,-149.352,0.97,-1.506,M
73.556,74.034,74.834,71.876,64.858,70.907,-364.507,0.172,0.954,M
73.703,74.151,74.396,71.623,38.777,69.259,-46.922,0.272,4.918,M
75.384,74.192,73.478,71.964,25.363,69.937,-653.291,0.785,4.531,M
72.624,73.907,73.865,73.41,72.447,71.296,-929.34,-0.926,3.014,M
75.954,73.274,74.361,74.262,46.621,69.013,-450.972,-1.61,5.971,M
75.609,72.299,74.037,74.968,17.104,72.855,-396.908,-1.779,3.764,M
73.818,72.562,71.296,73.343,29.672,71.065,-714.774,-1.249,4.761,M
74.841,73.183,71.756,71.974,73.407,69.648,-883.719,-0.905,4.304,M
75.306,74.415,74.657,74.551,25.069,72.062,-26.295,0.762,1.719,M
74.561,73.861,71.59,74.863,34.065,69.603,-63.425,0.721,-1.602,M
75.615,72.978,73.912,71.581,29.634,70.094,-386.012,0.677,4.025,M
73.488,74.574,72.285,71.401,44.458,72.771,-677.962,0.698,2.67,M
74.387,74.104,74.237,73.299,49.253,72.826,-192.265,0.985,4.004,M
73.406,72.975,74.183,71.66,15.282,70.763,-754.66,-0.569,3.031,M
74.975,73.219,73.772,73.397,47.487,72.641,-745.056,0.503,3.282,M
74.515,74.136,72.869,72.482,3.663,69.813,-576.634,-1.691,1.173,M
74.02,72.69,72.613,74.384,8.089,71.75,-333.458,-0.051,-1.167,M
74.422,72.139,74.405,73.236,42.444,72.29,-437.229,-0.589,4.347,M
75.565,74.983,74.827,71.413,3.309,70.009,-492.545,0.094,2.599,M
75.946,73.867,74.004,74.07,9.016,69.143,-116.386,0.319,-0.885,M
74.668,71.679,73.264,72.771,72.425,71.256,-933.418,0.755,1.285,M
73.38,71.026,73.121,74.735,90.0,72.488,-358.367,-0.035,-0.816,N
74.564,73.294,71.033,74.187,90.0,72.303,-170.519,0.491,4.096,N
75.744,72.026,73.821,73.53,90.0,71.09,-637.713,0.549,1.053,N
72.441,71.206,72.223,72.762,90.0,71.784,-862.005,-0.103,-1.286,N
74.463,71.909,74.407,73.268,90.0,69.879,-987.681,-1.336,3.748,N
74.9,71.694,71.16,72.362,90.0,72.529,-487.467,0.926,4.148,N
72.349,74.589,74.361,72.505,90.0,70.372,-241.903,-1.08,-2.88,N
73.665,73.552,72.133,74.094,90.0,69.076,-416.373,-1.192,4.985,N
75.638,72.964,72.095,72.211,90.0,69.266,-709.742,-1.232,0.418,N
73.923,74.62,72.457,72.702,90.0,72.389,-92.703,0.924,4.561,N
74.913,72.104,72.539,71.403,90.0,71.176,-861.812,-1.197,4.725,N
74.777,73.075,74.977,74.197,90.0,72.452,-177.215,-0.477,5.506,N
72.204,74.49,72.369,71.271,90.0,71.069,-45.283,0.796,-0.443,N
74.168,71.746,73.945,74.696,90.0,69.206,-443.649,-0.292,-2.097,N
73.529,73.909,73.71,73.004,90.0,71.776,-101.384,-1.034,0.983,N
72.823,72.427,73.341,73.428,90.0,71.975,-416.084,0.503,2.812,N
74.59,74.374,73.36,74.476,90.0,71.492,-156.115,0.431,-1.424,N
72.469,73.036,72.532,74.05,90.0,71.638,-541.877,-0.876,2.683,N
72.326,73.807,72.816,72.264,90.0,70.556,-115.703,-0.533,-0.389,N
75.782,72.046,74.4,73.967,90.0,71.324,-298.288,-0.769,3.001,N
73.297,72.836,73.32,73.6,90.0,70.077,-299.42,0.899,-0.559,N
72.229,71.765,74.543,74.323,90.0,71.288,-647.581,0.298,1.918,N
73.49,74.001,73.102,74.793,90.0,71.866,-917.089,0.648,3.467,N
74.507,71.287,73.069,74.829,90.0,72.096,-71.701,-1.346,3.518,N
73.309,71.707,73.979,73.63,90.0,71.847,-960.931,0.033,-0.66,N
75.372,72.92,71.372,72.872,90.0,70.753,-570.153,-1.876,-2.227,N
72.764,71.353,72.694,74.906,90.0,69.237,-841.494,-0.911,-1.445,N
74.382,71.433,74.437,71.373,90.0,72.342,-374.914,-1.674,1.7,N
75.155,73.17,73.371,71.384,90.0,71.906,-877.626,-0.179,-2.321,N
74.574,71.495,74.24,72.542,90.0,72.702,-252.254,0.379,3.65,N
73.934,72.839,73.085,71.187,90.0,72.954,-561.91,-1.538,5.467,N
74.169,72.105,73.826,72.592,90.0,72.855,-553.292,0.319,-1.529,N
73.113,72.755,74.573,73.488,90.0,71.808,-972.399,-1.928,-2.492,N
74.205,71.374,72.661,71.482,90.0,71.732,-818.97,-1.801,3.848,N
75.097,74.998,73.444,73.414,90.0,71.256,-643.265,-1.461,0.061,N
74.221,74.657,71.137,73.405,90.0,70.077,-977.104,0.319,0.645,N
72.551,74.818,73.998,74.567,90.0,69.775,-139.041,-1.23,0.369,N
74.205,73.633,71.013,71.357,90.0,70.088,-947.071,-0.978,3.606,N
72.45,74.879,71.74,71.068,90.0,71.919,-931.674,0.022,-2.124,N
74.019,72.081,72.122,74.746,90.0,69.132,-542.696,0.802,4.816,N
75.126,74.933,72.232,71.238,90.0,70.336,-918.0,0.438,1.433,N
72.845,71.899,71.991,74.613,90.0,69.482,-136.085,-1.858,-2.137,N
74.858,72.539,73.439,74.548,90.0,69.584,-385.971,-1.632,-1.994,N
75.472,71.844,74.396,71.64,90.0,71.029,-15.698,-1.561,5.9,N
72.71,72.879,74.836,72.647,90.0,70.672,-832.146,-1.713,4.362,N
73.875,72.305,71.91,74.491,90.0,69.656,-439.952,-1.144,-0.92,N
75.858,74.895,72.399,73.465,90.0,69.366,-339.705,0.269,5.911,N
75.143,72.751,71.348,72.789,90.0,72.125,-909.074,-0.818,-2.335,N
74.688,71.136,72.811,71.33,90.0,72.726,-421.574,-0.83,1.107,N
73.709,73.739,73.493,72.062,90.0,70.16,-171.074,-1.237,5.548,N
73.933,72.956,72.141,73.234,90.0,69.693,-374.868,0.119,1.545,N
72.709,73.88,73.579,74.484,90.0,70.687,-558.902,-0.665,0.352,N
75.396,74.313,73.439,73.408,90.0,69.033,-289.574,-1.008,-0.939,N
72.618,74.059,73.456,74.968,90.0,72.151,-563.01,0.404,5.712,N
72.668,74.682,71.33,73.341,90.0,72.871,-380.951,0.288,-1.36,N
73.382,72.533,73.719,72.087,90.0,70.118,-766.159,-0.757,5.739,N
72.86,74.041,71.636,73.318,90.0,72.118,-16.84,0.807,3.41,N
75.611,73.469,74.804,71.209,90.0,71.105,-539.581,-1.126,-2.582,N
75.625,73.393,73.931,74.262,90.0,71.999,-559.107,-1.794,-0.472,N
74.622,73.266,72.366,71.097,90.0,71.162,-590.309,0.036,-1.207,N
72.317,73.912,74.843,73.082,90.0,70.187,-895.328,-0.868,-1.905,N
75.748,73.402,72.514,72.716,90.0,71.222,-371.465,0.744,2.302,N
74.284,73.057,71.229,72.269,90.0,70.179,-194.441,-0.609,0.64,N
72.834,74.328,73.068,71.86,90.0,70.622,-902.089,-0.206,4.623,N
73.844,74.244,74.117,71.052,90.0,70.928,-645.444,0.55,0.443,N
74.123,74.984,73.365,72.799,90.0,71.781,-978.039,-0.152,-0.69,N
72.723,74.703,71.13,71.537,90.0,69.139,-136.703,-0.942,0.172,N
73.066,72.229,72.192,72.529,90.0,71.792,-313.353,-0.728,-2.87,N
75.531,71.243,72.203,71.369,90.0,70.94,-792.461,0.62,3.45,N
75.652,71.527,73.216,73.246,90.0,71.276,-201.121,-0.142,4.071,N
73.898,74.628,71.048,74.69,90.0,72.732,-308.072,-1.404,-0.92,N
74.673,71.505,74.27,74.949,90.0,70.589,-656.742,-1.915,0.885,N
72.572,74.063,73.313,71.25,90.0,69.733,-548.348,-1.496,3.739,N
73.843,73.068,71.913,73.061,90.0,71.24,-396.153,-1.748,3.812,N
75.032,71.25,73.117,72.606,90.0,72.465,-551.825,-0.565,3.178,N
73.426,74.783,71.924,72.102,90.0,69.261,-601.105,-0.425,-0.867,N
72.106,74.552,74.395,74.985,90.0,69.74,-533.364,0.505,1.714,N
75.263,72.909,71.169,72.332,90.0,69.416,-202.058,-0.352,-1.764,N
74.64,71.581,71.697,73.568,90.0,72.015,-770.121,0.911,4.052,N
73.213,74.263,71.545,73.094,90.0,70.462,-158.671,-0.316,-1.438,N
72.177,73.826,71.269,73.33,90.0,71.864,-901.651,-1.429,0.692,N
72.031,71.545,72.724,71.274,90.0,70.341,-817.738,-0.261,-2.668,N
72.995,73.958,74.149,71.374,90.0,69.159,-590.933,-0.63,4.966,N
75.861,72.192,73.192,74.211,90.0,71.05,-698.875,0.797,0.869,N
74.831,73.264,72.998,71.856,90.0,72.233,-989.131,-0.158,5.242,N
72.812,72.684,72.609,71.053,90.0,72.828,-327.078,-0.254,-1.445,N
73.077,71.238,74.436,74.819,90.0,70.925,-537.816,-0.507,3.874,N
74.543,75.0,71.331,73.518,90.0,71.278,-378.351,0.099,2.972,N
